Order ID,Order Date,Customer ID,Segment,Region,Category,Product Name,Quantity,Discount,Sales,Profit,Ship Mode,Profit Margin %,Order Month,Order Year
ORD-02425,2024-03-15,CUST-0060,Home Office,South,Office Supplies,Whiteboard Marker Set,2,0.15,275.91,67.67,Standard,24.53,2024-03,2024
ORD-01851,2024-11-29,CUST-0355,Consumer,North,Furniture,Office Chair,1,0.0,12690.96,3867.06,Standard,30.47,2024-11,2024
ORD-02907,2025-09-11,CUST-0324,Consumer,North,Electronics,Smartwatch,2,0.0,3302.1,873.15,Standard,26.44,2025-09,2025
ORD-02567,2025-03-31,CUST-1014,Consumer,East,Electronics,Noise Cancelling Headphones,3,0.15,11968.86,2934.33,Standard,24.52,2025-03,2025
ORD-02445,2025-05-21,CUST-0035,Corporate,North,Clothing,Cotton T-Shirt,1,0.1,1093.3,66.95,Standard,6.12,2025-05,2025
ORD-02967,2025-10-20,CUST-0793,Consumer,North,Furniture,Bookshelf,1,0.0,1301.6,351.95,Standard,27.04,2025-10,2025
ORD-02918,2024-11-02,CUST-0236,Home Office,East,Electronics,Bluetooth Speaker,1,0.15,4988.11,781.16,Standard,15.66,2024-11,2024
ORD-01108,2025-04-22,CUST-0768,Consumer,North,Clothing,Woolen Sweater,1,0.0,1899.39,546.14,Standard,28.75,2025-04,2025
ORD-02640,2025-10-27,CUST-0193,Consumer,North,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Express,29.02,2025-10,2025
ORD-01343,2024-10-22,CUST-0841,Corporate,East,Electronics,Wireless Mouse,1,0.0,4779.36,503.88,Express,10.54,2024-10,2024
ORD-01149,2025-09-10,CUST-0514,Corporate,North,Office Supplies,Stapler,1,0.1,227.21,42.1,Same Day,18.53,2025-09,2025
ORD-02464,2025-09-01,CUST-0822,Home Office,West,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Express,16.14,2025-09,2025
ORD-01601,2025-07-13,CUST-0889,Corporate,North,Electronics,Wireless Mouse,1,0.1,4301.42,324.45,Standard,7.54,2025-07,2025
ORD-02323,2025-07-22,CUST-0571,Corporate,North,Furniture,Wall Shelf,1,0.1,8025.35,1347.57,Same Day,16.79,2025-07,2025
ORD-01601,2025-07-13,CUST-0889,Corporate,North,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2025-07,2025
ORD-01792,2024-06-18,CUST-1292,Home Office,North,Furniture,Bean Bag,2,0.0,15066.08,1671.18,Standard,11.09,2024-06,2024
ORD-01687,2024-09-24,CUST-1027,Consumer,East,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Express,32.37,2024-09,2024
ORD-02364,2025-11-16,CUST-0310,Corporate,East,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Standard,26.09,2025-11,2025
ORD-01910,2024-04-04,CUST-0923,Consumer,South,Electronics,Smartwatch,1,0.2,1320.84,270.01,Standard,20.44,2024-04,2024
ORD-03044,2024-12-07,CUST-1213,Consumer,West,Office Supplies,Printer Ink Cartridge,1,0.15,315.31,64.44,Standard,20.44,2024-12,2024
ORD-01621,2025-09-16,CUST-0949,Corporate,South,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Standard,26.09,2025-09,2025
ORD-01741,2025-06-29,CUST-1115,Consumer,South,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Standard,24.94,2025-06,2025
ORD-02155,2024-02-28,CUST-0398,Consumer,East,Office Supplies,Printer Ink Cartridge,1,0.05,352.4,82.59,Express,23.44,2024-02,2024
ORD-02337,2025-07-29,CUST-0214,Consumer,West,Furniture,Filing Cabinet,2,0.1,13862.03,3068.69,Standard,22.14,2025-07,2025
ORD-02674,2025-08-13,CUST-0639,Consumer,West,Office Supplies,Desk Organizer,2,0.0,361.48,46.17,Standard,12.77,2025-08,2025
ORD-03014,2024-05-13,CUST-0201,Corporate,North,Furniture,Recliner Sofa,1,0.0,6837.7,654.65,Standard,9.57,2024-05,2024
ORD-02490,2025-11-23,CUST-0475,Consumer,East,Clothing,Formal Shirt,1,0.0,2022.02,206.93,Standard,10.23,2025-11,2025
ORD-01550,2024-01-25,CUST-0689,Corporate,West,Electronics,Webcam HD,1,0.0,4621.72,955.68,Standard,20.68,2024-01,2024
ORD-01072,2024-01-11,CUST-0539,Consumer,South,Electronics,Noise Cancelling Headphones,1,0.05,4458.99,1226.95,Standard,27.52,2024-01,2024
ORD-01544,2025-09-18,CUST-0444,Corporate,North,Office Supplies,Ballpoint Pen Box,2,0.0,160.64,54.57,Standard,33.97,2025-09,2025
ORD-01764,2024-03-20,CUST-1248,Corporate,West,Electronics,Bluetooth Speaker,2,0.0,11736.72,2366.17,Same Day,20.16,2024-03,2024
ORD-02301,2024-05-12,CUST-0706,Consumer,North,Clothing,Formal Shirt,1,0.0,2022.02,206.93,Standard,10.23,2024-05,2024
ORD-02328,2024-12-02,CUST-0882,Corporate,South,Electronics,Laptop Stand,1,0.0,1827.09,457.78,Standard,25.06,2024-12,2024
ORD-02455,2024-12-14,CUST-0925,Corporate,East,Office Supplies,A4 Paper Ream,1,0.15,352.28,14.49,Express,4.11,2024-12,2024
ORD-02182,2025-03-22,CUST-0993,Consumer,West,Electronics,Webcam HD,1,0.0,4621.72,955.68,Same Day,20.68,2025-03,2025
ORD-02165,2025-02-10,CUST-0909,Consumer,North,Furniture,Office Chair,1,0.0,12690.96,3867.06,Same Day,30.47,2025-02,2025
ORD-01705,2025-11-03,CUST-0209,Consumer,North,Office Supplies,Printer Ink Cartridge,1,0.1,333.86,73.24,Standard,21.94,2025-11,2025
ORD-01495,2024-05-09,CUST-0853,Corporate,West,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Standard,29.03,2024-05,2024
ORD-01859,2024-01-04,CUST-1396,Consumer,North,Electronics,Noise Cancelling Headphones,2,0.0,9387.34,2723.86,Standard,29.02,2024-01,2024
ORD-02378,2024-03-14,CUST-0313,Consumer,West,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Express,32.37,2024-03,2024
ORD-01082,2024-09-26,CUST-1169,Consumer,West,Clothing,Sports Cap,1,0.0,1518.88,166.04,Standard,10.93,2024-09,2024
ORD-02767,2024-05-17,CUST-0742,Consumer,South,Office Supplies,A4 Paper Ream,1,0.05,393.73,28.01,Same Day,7.11,2024-05,2024
ORD-01684,2024-11-23,CUST-0229,Corporate,South,Furniture,Study Table,3,0.0,19641.6,2312.47,Standard,11.77,2024-11,2024
ORD-01920,2025-05-05,CUST-1102,Consumer,North,Electronics,Webcam HD,2,0.0,9243.44,1911.36,Standard,20.68,2025-05,2025
ORD-01080,2025-06-15,CUST-0604,Corporate,East,Clothing,Sports Cap,1,0.0,1518.88,166.04,Express,10.93,2025-06,2025
ORD-02813,2025-01-11,CUST-0833,Consumer,South,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Express,33.98,2025-01,2025
ORD-01670,2025-11-10,CUST-0448,Consumer,North,Furniture,Recliner Sofa,1,0.0,6837.7,654.65,Express,9.57,2025-11,2025
ORD-01337,2025-07-16,CUST-0381,Consumer,East,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Standard,32.37,2025-07,2025
ORD-01123,2024-08-28,CUST-1215,Home Office,South,Clothing,Rain Jacket,1,0.0,1265.61,108.63,Standard,8.58,2024-08,2024
ORD-01181,2025-10-10,CUST-0981,Corporate,East,Office Supplies,Stapler,1,0.0,252.46,54.35,Standard,21.53,2025-10,2025
ORD-02856,2025-03-13,CUST-0243,Consumer,East,Electronics,Noise Cancelling Headphones,2,0.1,8448.61,2198.02,Same Day,26.02,2025-03,2025
ORD-02009,2025-06-14,CUST-1317,Consumer,South,Electronics,Webcam HD,1,0.05,4390.63,842.04,Express,19.18,2025-06,2025
ORD-02557,2025-10-31,CUST-1059,Corporate,West,Office Supplies,Desk Organizer,1,0.1,162.67,15.9,Same Day,9.77,2025-10,2025
ORD-01262,2025-05-29,CUST-0061,Corporate,West,Electronics,Power Bank 10000mAh,2,0.0,3246.3,846.8,Same Day,26.09,2025-05,2025
ORD-02962,2025-03-21,CUST-1090,Corporate,East,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Standard,12.78,2025-03,2025
ORD-01425,2025-12-06,CUST-1155,Consumer,North,Furniture,Bookshelf,1,0.0,1301.6,351.95,Express,27.04,2025-12,2025
ORD-01491,2025-07-24,CUST-0178,Consumer,West,Furniture,Office Chair,3,0.15,32361.95,8404.73,Standard,25.97,2025-07,2025
ORD-01998,2024-03-29,CUST-0336,Corporate,East,Electronics,USB-C Charger,4,0.0,10409.24,2078.95,Standard,19.97,2024-03,2024
ORD-02473,2024-07-16,CUST-0030,Consumer,North,Office Supplies,Desk Organizer,2,0.2,289.18,19.59,Standard,6.77,2024-07,2024
ORD-02213,2024-03-25,CUST-0036,Consumer,South,Electronics,Power Bank 10000mAh,1,0.05,1541.99,379.1,Standard,24.59,2024-03,2024
ORD-01754,2024-08-30,CUST-0151,Consumer,West,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Standard,33.98,2024-08,2024
ORD-02185,2024-02-20,CUST-1167,Consumer,North,Electronics,Laptop Stand,1,0.0,1827.09,457.78,Standard,25.06,2024-02,2024
ORD-01271,2025-09-09,CUST-1148,Consumer,East,Electronics,Power Bank 10000mAh,1,0.15,1379.68,297.8,Same Day,21.58,2025-09,2025
ORD-02340,2024-07-27,CUST-0107,Consumer,West,Office Supplies,Printer Ink Cartridge,2,0.0,741.9,185.01,Express,24.94,2024-07,2024
ORD-01328,2024-04-03,CUST-0079,Consumer,North,Clothing,Running Shoes,2,0.05,2019.91,453.57,Standard,22.45,2024-04,2024
ORD-02072,2025-10-14,CUST-1106,Consumer,West,Furniture,Bookshelf,1,0.0,1301.6,351.95,Same Day,27.04,2025-10,2025
ORD-01495,2024-05-09,CUST-0853,Corporate,West,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Standard,12.78,2024-05,2024
ORD-02095,2024-08-12,CUST-0136,Corporate,South,Electronics,Laptop Stand,2,0.0,3654.18,915.55,Express,25.05,2024-08,2024
ORD-01015,2025-12-23,CUST-0063,Consumer,West,Furniture,Bed Side Table,1,0.0,5251.59,1043.36,Standard,19.87,2025-12,2025
ORD-02210,2025-06-16,CUST-0677,Corporate,East,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2025-06,2025
ORD-02114,2025-11-12,CUST-1274,Home Office,North,Clothing,Woolen Sweater,1,0.0,1899.39,546.14,Same Day,28.75,2025-11,2025
ORD-03006,2025-10-22,CUST-1219,Corporate,East,Office Supplies,File Folder Pack,2,0.0,330.46,106.97,Express,32.37,2025-10,2025
ORD-02636,2025-05-19,CUST-1204,Consumer,East,Electronics,Wireless Mouse,2,0.0,9558.72,1007.76,Express,10.54,2025-05,2025
ORD-02784,2025-02-17,CUST-1143,Consumer,East,Furniture,Wall Shelf,1,0.0,8917.06,1764.81,Same Day,19.79,2025-02,2025
ORD-01916,2024-07-28,CUST-0162,Consumer,South,Clothing,Hoodie,1,0.15,1324.13,215.62,Standard,16.28,2024-07,2024
ORD-01760,2025-08-25,CUST-0541,Home Office,East,Clothing,Formal Shirt,2,0.0,4044.04,413.86,Express,10.23,2025-08,2025
ORD-01295,2024-12-30,CUST-0258,Corporate,North,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Express,26.09,2024-12,2024
ORD-02443,2025-12-09,CUST-0271,Corporate,West,Electronics,Smartwatch,2,0.0,3302.1,873.15,Standard,26.44,2025-12,2025
ORD-02956,2024-04-14,CUST-0060,Consumer,East,Furniture,Wall Shelf,1,0.0,8917.06,1764.81,Express,19.79,2024-04,2024
ORD-02288,2025-08-14,CUST-1105,Consumer,East,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Standard,29.02,2025-08,2025
ORD-01676,2025-05-16,CUST-1239,Consumer,North,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Standard,16.14,2025-05,2025
ORD-02335,2025-08-14,CUST-1176,Home Office,South,Electronics,USB-C Charger,1,0.0,2602.31,519.74,Standard,19.97,2025-08,2025
ORD-01064,2025-04-02,CUST-0954,Home Office,North,Electronics,Bluetooth Speaker,1,0.05,5574.94,1040.31,Standard,18.66,2025-04,2025
ORD-02697,2025-12-29,CUST-1359,Consumer,South,Clothing,Sports Cap,1,0.2,1215.1,59.92,Express,4.93,2025-12,2025
ORD-02401,2025-03-30,CUST-0836,Consumer,North,Clothing,Hoodie,1,0.0,1557.8,323.78,Standard,20.78,2025-03,2025
ORD-02922,2025-10-25,CUST-0573,Consumer,West,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Same Day,33.98,2025-10,2025
ORD-01961,2024-10-19,CUST-0587,Consumer,East,Office Supplies,Stapler,1,0.0,252.46,54.35,Standard,21.53,2024-10,2024
ORD-02189,2024-12-02,CUST-0087,Consumer,West,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Express,12.78,2024-12,2024
ORD-02961,2025-10-13,CUST-0258,Consumer,South,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Express,33.98,2025-10,2025
ORD-02126,2025-01-03,CUST-1381,Consumer,North,Electronics,USB-C Charger,1,0.05,2472.19,456.67,Standard,18.47,2025-01,2025
ORD-02073,2024-08-04,CUST-0850,Corporate,East,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Express,33.98,2024-08,2024
ORD-01896,2024-09-18,CUST-1392,Consumer,North,Clothing,Running Shoes,1,0.0,1063.11,254.67,Standard,23.96,2024-09,2024
ORD-01959,2025-10-12,CUST-0897,Corporate,North,Clothing,Denim Jeans,2,0.0,1054.98,251.79,Express,23.87,2025-10,2025
ORD-01696,2025-09-11,CUST-0841,Corporate,East,Clothing,Formal Shirt,1,0.0,2022.02,206.93,Standard,10.23,2025-09,2025
ORD-01813,2024-12-21,CUST-0382,Corporate,South,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Express,33.98,2024-12,2024
ORD-02133,2024-04-10,CUST-1315,Consumer,West,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Standard,32.37,2024-04,2024
ORD-02452,2025-10-29,CUST-0696,Corporate,North,Furniture,Wall Shelf,1,0.15,7579.5,1159.01,Standard,15.29,2025-10,2025
ORD-02773,2024-12-31,CUST-1003,Consumer,South,Clothing,Hoodie,1,0.0,1557.8,323.78,Express,20.78,2024-12,2024
ORD-01163,2025-08-05,CUST-0656,Corporate,North,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Same Day,29.02,2025-08,2025
ORD-02133,2024-04-10,CUST-1315,Consumer,West,Clothing,Woolen Sweater,1,0.2,1519.51,345.74,Standard,22.75,2024-04,2024
ORD-01095,2024-09-06,CUST-1328,Consumer,South,Clothing,Formal Shirt,1,0.1,1819.82,131.64,Express,7.23,2024-09,2024
ORD-02581,2024-02-10,CUST-0666,Consumer,North,Clothing,Woolen Sweater,3,0.0,5698.17,1638.42,Standard,28.75,2024-02,2024
ORD-01104,2025-03-21,CUST-0286,Corporate,West,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Standard,24.94,2025-03,2025
ORD-02343,2024-07-20,CUST-1360,Corporate,West,Electronics,Laptop Stand,1,0.05,1735.74,408.85,Express,23.55,2024-07,2024
ORD-01301,2024-11-17,CUST-0367,Consumer,North,Furniture,Bed Side Table,1,0.0,5251.59,1531.64,Standard,29.17,2024-11,2024
ORD-01782,2024-01-29,CUST-0020,Consumer,North,Furniture,Bookshelf,1,0.0,1301.6,351.95,Same Day,27.04,2024-01,2024
ORD-01525,2025-12-26,CUST-0362,Corporate,South,Furniture,Office Chair,1,0.05,12056.41,3492.86,Standard,28.97,2025-12,2025
ORD-02904,2025-10-22,CUST-0721,Corporate,South,Office Supplies,Stapler,1,0.0,252.46,54.35,Express,21.53,2025-10,2025
ORD-03041,2024-04-13,CUST-1030,Home Office,West,Electronics,Laptop Stand,1,0.15,1553.03,319.22,Standard,20.55,2024-04,2024
ORD-01752,2024-05-10,CUST-0679,Consumer,East,Furniture,Bean Bag,1,0.05,7156.39,686.46,Express,9.59,2024-05,2024
ORD-01664,2024-06-01,CUST-1127,Consumer,South,Clothing,Running Shoes,1,0.0,1063.11,254.67,Express,23.96,2024-06,2024
ORD-01440,2024-08-08,CUST-0654,Consumer,East,Furniture,Bed Side Table,1,0.0,5251.59,1531.64,Standard,29.17,2024-08,2024
ORD-01657,2025-08-21,CUST-0009,Consumer,East,Office Supplies,A4 Paper Ream,1,0.0,414.45,35.7,Standard,8.61,2025-08,2025
ORD-02168,2024-12-21,CUST-0850,Consumer,West,Office Supplies,Desk Organizer,1,0.15,153.63,12.71,Standard,8.27,2024-12,2024
ORD-01795,2024-04-14,CUST-1299,Consumer,South,Clothing,Cotton T-Shirt,1,0.0,1214.78,110.83,Standard,9.12,2024-04,2024
ORD-01507,2024-04-14,CUST-0444,Consumer,South,Electronics,Webcam HD,3,0.15,11785.39,1906.64,Standard,16.18,2024-04,2024
ORD-01528,2025-04-18,CUST-1273,Consumer,South,Clothing,Hoodie,2,0.05,2959.82,570.78,Standard,19.28,2025-04,2025
ORD-01044,2025-12-07,CUST-0737,Corporate,East,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Standard,26.09,2025-12,2025
ORD-02266,2025-06-27,CUST-1193,Corporate,East,Office Supplies,Sticky Notes Pack,2,0.05,465.94,68.22,Standard,14.64,2025-06,2025
ORD-02456,2025-12-10,CUST-0203,Consumer,South,Furniture,Bean Bag,2,0.0,15066.08,1671.18,Standard,11.09,2025-12,2025
ORD-02263,2024-06-12,CUST-0443,Consumer,East,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2024-06,2024
ORD-02648,2024-05-24,CUST-0137,Corporate,North,Electronics,Smartwatch,1,0.15,1403.39,307.94,Express,21.94,2024-05,2024
ORD-02971,2025-06-02,CUST-0281,Home Office,North,Clothing,Denim Jeans,2,0.0,1054.98,251.79,Standard,23.87,2025-06,2025
ORD-02435,2025-09-12,CUST-0512,Consumer,East,Office Supplies,File Folder Pack,1,0.05,156.97,48.46,Standard,30.87,2025-09,2025
ORD-01529,2025-07-21,CUST-0780,Consumer,East,Furniture,Recliner Sofa,1,0.05,6495.82,524.48,Standard,8.07,2025-07,2025
ORD-02764,2025-10-02,CUST-1188,Corporate,North,Furniture,Bookshelf,1,0.0,1301.6,351.95,Same Day,27.04,2025-10,2025
ORD-01808,2024-11-06,CUST-0541,Corporate,South,Electronics,Laptop Stand,1,0.0,1827.09,457.78,Same Day,25.06,2024-11,2024
ORD-02024,2025-12-10,CUST-1088,Home Office,East,Clothing,Hoodie,1,0.2,1246.24,184.25,Standard,14.78,2025-12,2025
ORD-02310,2024-09-13,CUST-1085,Consumer,West,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Standard,12.78,2024-09,2024
ORD-01465,2025-03-13,CUST-1358,Consumer,West,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Same Day,32.37,2025-03,2025
ORD-02367,2024-09-21,CUST-0698,Home Office,West,Electronics,Webcam HD,2,0.0,9243.44,1911.36,Standard,20.68,2024-09,2024
ORD-01417,2024-11-24,CUST-0728,Consumer,South,Clothing,Formal Shirt,1,0.0,2022.02,206.93,Standard,10.23,2024-11,2024
ORD-02198,2025-12-25,CUST-0781,Consumer,West,Furniture,Bed Side Table,1,0.0,5251.59,1531.64,Standard,29.17,2025-12,2025
ORD-01097,2024-07-02,CUST-0431,Corporate,North,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Express,16.14,2024-07,2024
ORD-01945,2025-01-20,CUST-0699,Corporate,West,Electronics,Smartwatch,2,0.0,3302.1,873.15,Standard,26.44,2025-01,2025
ORD-02269,2024-02-15,CUST-0296,Consumer,North,Furniture,Study Table,1,0.0,6547.2,1300.76,Standard,19.87,2024-02,2024
ORD-01593,2025-10-06,CUST-1042,Corporate,South,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2025-10,2025
ORD-01246,2024-11-12,CUST-1356,Home Office,East,Electronics,Smartwatch,1,0.0,1651.05,436.58,Express,26.44,2024-11,2024
ORD-01301,2024-11-17,CUST-0367,Consumer,North,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2024-11,2024
ORD-01444,2025-10-18,CUST-1167,Consumer,East,Electronics,Wireless Mouse,2,0.0,9558.72,1007.76,Express,10.54,2025-10,2025
ORD-01239,2025-12-13,CUST-1139,Consumer,East,Electronics,Wireless Mouse,1,0.05,4540.39,410.58,Standard,9.04,2025-12,2025
ORD-02506,2025-11-07,CUST-0432,Corporate,West,Clothing,Running Shoes,2,0.0,2126.22,509.33,Express,23.95,2025-11,2025
ORD-01162,2025-12-15,CUST-0824,Consumer,South,Office Supplies,A4 Paper Ream,1,0.0,414.45,35.7,Standard,8.61,2025-12,2025
ORD-02263,2024-06-12,CUST-0443,Consumer,East,Furniture,Bed Side Table,1,0.1,4726.43,1236.68,Standard,26.17,2024-06,2024
ORD-02972,2025-06-21,CUST-0978,Consumer,East,Furniture,Study Table,1,0.05,6219.84,638.98,Standard,10.27,2025-06,2025
ORD-01199,2025-07-03,CUST-0820,Corporate,North,Clothing,Formal Shirt,1,0.0,2022.02,206.93,Same Day,10.23,2025-07,2025
ORD-03032,2024-12-02,CUST-0123,Home Office,North,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Standard,24.94,2024-12,2024
ORD-01462,2025-01-25,CUST-1018,Home Office,North,Electronics,USB-C Charger,1,0.0,2602.31,519.74,Standard,19.97,2025-01,2025
ORD-02955,2024-07-12,CUST-0315,Home Office,North,Electronics,Noise Cancelling Headphones,2,0.0,9387.34,2723.86,Standard,29.02,2024-07,2024
ORD-01629,2024-08-02,CUST-1033,Corporate,North,Clothing,Woolen Sweater,2,0.0,3798.78,1092.28,Express,28.75,2024-08,2024
ORD-02663,2024-11-12,CUST-0052,Corporate,North,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Standard,16.14,2024-11,2024
ORD-02733,2025-02-05,CUST-0966,Home Office,East,Office Supplies,A4 Paper Ream,2,0.0,828.9,71.4,Standard,8.61,2025-02,2025
ORD-01287,2024-11-04,CUST-0852,Consumer,West,Furniture,Bean Bag,1,0.0,7533.04,835.59,Same Day,11.09,2024-11,2024
ORD-01133,2024-10-13,CUST-0151,Consumer,North,Furniture,Filing Cabinet,1,0.0,7701.13,1935.86,Standard,25.14,2024-10,2024
ORD-02384,2024-11-14,CUST-0586,Consumer,North,Furniture,Bed Side Table,1,0.0,5251.59,1531.64,Standard,29.17,2024-11,2024
ORD-02369,2025-01-22,CUST-1357,Consumer,East,Office Supplies,Sticky Notes Pack,1,0.2,196.18,19.89,Express,10.14,2025-01,2025
ORD-01810,2024-09-03,CUST-1308,Home Office,North,Electronics,Webcam HD,2,0.1,8319.1,1470.65,Standard,17.68,2024-09,2024
ORD-01775,2025-06-11,CUST-0164,Consumer,North,Clothing,Sports Cap,1,0.0,1518.88,166.04,Standard,10.93,2025-06,2025
ORD-02056,2025-12-07,CUST-0524,Consumer,West,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Express,12.78,2025-12,2025
ORD-02918,2024-11-02,CUST-0236,Home Office,East,Electronics,Bluetooth Speaker,2,0.2,9389.38,1329.58,Standard,14.16,2024-11,2024
ORD-02729,2025-09-28,CUST-1216,Consumer,East,Furniture,Wall Shelf,1,0.0,8917.06,1764.81,Standard,19.79,2025-09,2025
ORD-01039,2025-01-03,CUST-1152,Consumer,North,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Same Day,26.09,2025-01,2025
ORD-01638,2025-07-23,CUST-1382,Consumer,East,Furniture,Bed Side Table,1,0.0,5251.59,1531.64,Same Day,29.17,2025-07,2025
ORD-01444,2025-10-18,CUST-1167,Consumer,East,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Express,20.16,2025-10,2025
ORD-02462,2025-10-13,CUST-1125,Corporate,North,Electronics,Noise Cancelling Headphones,1,0.05,4458.99,1226.95,Standard,27.52,2025-10,2025
ORD-01973,2025-10-03,CUST-0387,Consumer,West,Office Supplies,Desk Organizer,1,0.15,153.63,12.71,Standard,8.27,2025-10,2025
ORD-01345,2024-12-24,CUST-1396,Consumer,West,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Standard,16.14,2024-12,2024
ORD-02089,2025-12-07,CUST-1074,Consumer,West,Clothing,Denim Jeans,1,0.0,527.49,125.89,Standard,23.87,2025-12,2025
ORD-02137,2024-04-08,CUST-0002,Consumer,North,Office Supplies,Printer Ink Cartridge,1,0.1,333.86,73.24,Express,21.94,2024-04,2024
ORD-01014,2024-03-25,CUST-1199,Consumer,West,Office Supplies,File Folder Pack,1,0.15,140.45,39.14,Standard,27.87,2024-03,2024
ORD-01650,2024-05-19,CUST-0095,Corporate,West,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Express,26.09,2024-05,2024
ORD-01264,2024-08-25,CUST-0310,Consumer,West,Electronics,Wireless Mouse,2,0.0,9558.72,1007.76,Standard,10.54,2024-08,2024
ORD-02901,2024-07-13,CUST-0965,Home Office,North,Clothing,Woolen Sweater,1,0.0,1899.39,546.14,Express,28.75,2024-07,2024
ORD-01499,2025-03-06,CUST-0714,Consumer,North,Furniture,Bookshelf,1,0.0,1301.6,351.95,Standard,27.04,2025-03,2025
ORD-01420,2025-06-20,CUST-1083,Consumer,East,Electronics,Power Bank 10000mAh,2,0.0,3246.3,846.8,Standard,26.09,2025-06,2025
ORD-01335,2025-05-30,CUST-0168,Consumer,South,Furniture,Study Table,1,0.0,6547.2,770.82,Standard,11.77,2025-05,2025
ORD-03016,2024-05-03,CUST-0431,Consumer,South,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Express,12.78,2024-05,2024
ORD-01691,2024-10-20,CUST-0781,Corporate,East,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Standard,29.03,2024-10,2024
ORD-02200,2024-04-17,CUST-0047,Corporate,South,Office Supplies,File Folder Pack,1,0.15,140.45,39.14,Standard,27.87,2024-04,2024
ORD-02668,2025-10-04,CUST-0776,Corporate,West,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2025-10,2025
ORD-02824,2025-12-05,CUST-0812,Consumer,North,Furniture,Wall Shelf,1,0.0,8917.06,1764.81,Express,19.79,2025-12,2025
ORD-02691,2025-05-31,CUST-0705,Consumer,South,Electronics,Power Bank 10000mAh,1,0.05,1541.99,379.1,Standard,24.59,2025-05,2025
ORD-02692,2025-12-21,CUST-0466,Consumer,North,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Express,29.03,2025-12,2025
ORD-02799,2024-10-19,CUST-0702,Corporate,South,Office Supplies,A4 Paper Ream,1,0.0,414.45,35.7,Same Day,8.61,2024-10,2024
ORD-02382,2024-03-11,CUST-0552,Consumer,East,Clothing,Rain Jacket,1,0.0,1265.61,108.63,Standard,8.58,2024-03,2024
ORD-02670,2024-12-29,CUST-0034,Corporate,South,Electronics,Wireless Mouse,2,0.05,9080.78,821.16,Same Day,9.04,2024-12,2024
ORD-01366,2024-10-29,CUST-1128,Home Office,West,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Standard,24.94,2024-10,2024
ORD-02632,2024-02-12,CUST-0726,Consumer,West,Electronics,Wireless Mouse,1,0.0,4779.36,503.88,Standard,10.54,2024-02,2024
ORD-01934,2024-09-03,CUST-1025,Consumer,West,Electronics,Webcam HD,1,0.0,4621.72,955.68,Standard,20.68,2024-09,2024
